,Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,Best Condition,Total Sqft,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exter Cond_Ex,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
454,104,533223100,160,FV,2403,Pave,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,530.0,GasA,Ex,Y,SBrkr,530,550,0,1080,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Attchd,2003.0,RFn,2.0,496.0,Y,0,50,0,0,0,0,0,6,2010,147110,1,1610.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
455,2694,903454080,50,RM,8600,Pave,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,596,0,1376,0.0,0.0,2,0,3,1,TA,7,Typ,1,Detchd,1937.0,Unf,1.0,198.0,N,0,0,0,0,0,0,0,6,2006,119500,1,2156.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
456,920,909275080,50,RL,13680,Pave,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,Detchd,1961.0,Unf,2.0,440.0,Y,0,21,150,0,0,0,0,2,2009,205000,1,2407.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
457,1951,535379110,70,RL,10800,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Ex,Y,SBrkr,751,783,0,1534,0.0,0.0,1,1,3,1,Gd,6,Typ,0,0,1961.0,0,0.0,0.0,N,0,112,0,0,0,0,0,7,2007,148000,1,2270.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
458,9,527146030,120,RL,5389,Pave,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1995.0,RFn,2.0,608.0,Y,237,152,0,0,0,0,0,3,2010,236500,1,3211.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
459,2848,909176180,50,RL,10890,Pave,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,GasA,TA,Y,SBrkr,1058,493,0,1551,1.0,0.0,2,0,3,1,Fa,6,Typ,0,Detchd,1938.0,Unf,1.0,240.0,Y,0,0,0,0,0,0,0,7,2006,137000,1,2609.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
460,614,534431130,20,RL,9768,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,247.0,613.0,960.0,GasA,Gd,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1955.0,RFn,1.0,330.0,Y,0,70,0,0,0,0,0,2,2009,122000,1,1920.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
461,1736,528222030,20,RL,8993,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,Fin,2.0,436.0,Y,0,22,0,0,0,0,0,8,2007,176485,1,2604.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
462,2686,903400030,30,RL,11672,Pave,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1925.0,Unf,1.0,210.0,N,168,0,112,0,0,0,0,7,2006,109000,1,1632.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
463,2257,916253320,120,RM,9763,Pave,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,PConc,Gd,TA,No,GLQ,1102.0,ALQ,72.0,328.0,1502.0,GasA,Ex,Y,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Attchd,1998.0,Fin,1.0,286.0,Y,0,0,0,0,0,0,0,9,2007,330000,1,3004.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
464,1284,902100020,20,RM,9836,Pave,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,N,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,2008.0,Unf,1.0,308.0,Y,0,175,0,0,0,0,0,12,2008,143000,1,1325.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
465,1765,528340030,60,RL,10557,Pave,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,Y,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1998.0,Fin,3.0,806.0,Y,108,87,0,0,0,0,0,7,2007,410000,1,4486.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
466,1811,531380110,60,RL,8462,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,Y,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Attchd,1994.0,RFn,2.0,471.0,Y,300,87,0,0,0,0,0,7,2007,201000,1,2649.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
467,2603,535380130,50,RL,10818,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,Y,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,TA,7,Typ,1,Detchd,1935.0,Unf,2.0,648.0,Y,120,0,96,0,0,0,0,2,2006,80000,0,2837.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
468,2220,909282020,70,RL,7259,Pave,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,1028.0,GasA,Ex,Y,SBrkr,1436,884,0,2320,1.0,0.0,2,1,3,1,Gd,9,Typ,1,Detchd,1945.0,Unf,1.0,180.0,Y,224,0,0,0,0,0,0,7,2007,259500,1,3348.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
469,2273,916477060,60,RL,11800,Pave,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,PConc,Gd,TA,Gd,GLQ,766.0,Unf,0.0,356.0,1122.0,GasA,Ex,Y,SBrkr,1146,1340,0,2486,1.0,0.0,3,1,5,1,Gd,10,Typ,1,BuiltIn,2003.0,Fin,2.0,452.0,Y,143,32,0,0,0,0,0,7,2007,279900,1,3608.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
470,163,535453070,20,RL,7500,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Attchd,1959.0,RFn,1.0,305.0,Y,218,0,0,0,0,0,0,5,2010,154000,1,2492.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
471,2116,906426060,50,RL,159000,Pave,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,1444.0,GasA,Gd,Y,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,Gd,7,Typ,2,Attchd,1958.0,Fin,2.0,389.0,Y,0,98,0,0,0,0,500,6,2007,277000,1,3588.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
472,2734,905403050,50,RL,6488,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,799.0,GasA,Ex,N,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,TA,6,Mod,2,BuiltIn,1942.0,Unf,1.0,215.0,Y,264,0,0,0,0,0,0,3,2006,128000,1,1949.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
473,426,528108010,20,RL,14230,Pave,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,1566.0,GasA,Ex,Y,SBrkr,1600,0,0,1600,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,890.0,Y,0,56,0,0,0,0,0,7,2009,256300,1,3166.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
474,2216,909276210,50,RL,7810,Pave,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,Gd,7,Typ,1,Detchd,1930.0,Unf,1.0,231.0,Y,0,40,0,0,0,0,0,11,2007,188000,1,2685.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
475,2900,916475100,20,RL,14331,Pave,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3.0,765.0,Y,270,78,0,0,0,0,0,5,2006,312500,1,3600.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
476,97,533212010,160,FV,3182,Pave,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2004.0,RFn,2.0,480.0,Y,0,172,0,0,0,0,0,6,2010,151000,1,1800.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
477,1680,527451170,160,RM,1920,Pave,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,TA,6,Min1,0,Detchd,1971.0,Unf,2.0,440.0,Y,240,36,0,0,0,0,0,8,2007,122500,1,2130.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
478,1133,531371070,60,RL,10110,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,555.0,200.0,835.0,GasA,Ex,Y,SBrkr,835,861,0,1696,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,542.0,Y,143,66,0,0,0,0,0,7,2008,188000,1,2531.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
479,2761,906394010,60,RL,10984,Pave,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,945.0,945.0,GasA,Ex,Y,SBrkr,945,864,0,1809,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,2005.0,RFn,2.0,638.0,Y,144,54,0,0,0,0,0,5,2006,209700,1,2754.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
480,1642,527256030,20,RL,14082,Pave,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,PConc,Ex,Gd,Gd,GLQ,1558.0,Unf,0.0,662.0,2220.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Attchd,2006.0,RFn,2.0,724.0,Y,390,80,0,0,0,0,0,1,2007,441929,1,4454.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
481,1141,531382110,60,RL,8480,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,284.0,886.0,GasA,Ex,Y,SBrkr,886,794,0,1680,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Attchd,1993.0,RFn,2.0,474.0,Y,144,96,0,0,0,0,0,10,2008,163000,1,2566.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
482,2118,906475110,60,RL,12205,Pave,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264.0,832.0,GasA,Gd,Y,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,Gd,9,Typ,0,Attchd,1966.0,Fin,2.0,444.0,Y,133,168,0,0,0,0,0,7,2007,187500,1,2919.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
483,870,907275010,20,RL,15750,Pave,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1999.0,Fin,2.0,521.0,Y,135,34,0,0,0,0,0,6,2009,220000,1,2975.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
484,1875,534201040,20,RL,8050,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,38.0,437.0,949.0,GasA,TA,Y,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Attchd,1967.0,RFn,1.0,308.0,Y,88,64,0,0,0,0,0,3,2007,127000,1,2056.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
485,155,535327140,20,RL,7200,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,827,0,0,827,0.0,0.0,1,0,2,1,TA,5,Mod,1,Detchd,1967.0,Unf,1.0,392.0,Y,0,0,0,0,0,0,0,4,2010,107500,1,827.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
486,1318,902328040,75,RM,6300,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0,1484,0.0,0.0,2,0,3,1,TA,9,Typ,1,0,1967.0,0,0.0,0.0,Y,0,291,134,0,0,0,0,6,2008,128000,1,2226.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
487,1285,902100030,30,RM,5232,Pave,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Gd,N,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1965.0,Unf,2.0,504.0,N,0,0,0,0,0,0,0,6,2008,73000,1,1444.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
488,2400,528164040,20,RL,11846,Pave,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,2003.0,Fin,3.0,874.0,Y,206,49,0,0,0,0,0,8,2006,374000,1,3584.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
489,1068,528178070,60,RL,16900,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,PConc,Ex,TA,Mn,GLQ,1075.0,Unf,0.0,404.0,1479.0,GasA,Ex,Y,SBrkr,1515,1134,0,2649,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Attchd,2001.0,Fin,3.0,746.0,Y,0,60,0,0,0,0,0,1,2008,421250,1,4128.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
490,361,527164060,60,RL,9636,Pave,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,Gd,Y,SBrkr,808,785,0,1593,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1993.0,RFn,2.0,389.0,Y,342,40,0,0,0,0,0,12,2009,178000,1,2401.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
491,1493,908128050,85,RL,10012,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,TA,Y,SBrkr,1181,0,0,1181,1.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,1974.0,RFn,2.0,588.0,Y,0,0,180,0,0,0,0,4,2008,137500,1,2319.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
492,1110,528390020,20,RL,14303,Pave,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,GasA,Ex,Y,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,1994.0,Fin,2.0,691.0,Y,262,36,0,0,0,0,0,8,2008,301500,1,3973.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
493,911,909250080,70,RL,5707,Pave,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Detchd,1926.0,Unf,1.0,180.0,Y,329,96,0,0,0,0,0,3,2009,105000,1,1825.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
494,2535,534201260,20,RL,9360,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Attchd,1968.0,RFn,2.0,504.0,Y,94,0,0,0,0,0,0,8,2006,157500,1,1952.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
495,2030,903430050,50,RM,5680,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,TA,N,FuseA,969,245,0,1214,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,1920.0,Unf,1.0,216.0,N,0,0,77,0,0,0,0,9,2007,117000,0,2183.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
496,2634,535478090,20,RL,7000,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,TA,5,Typ,0,Attchd,1962.0,Unf,1.0,336.0,Y,0,0,0,0,0,0,0,2,2006,105000,1,1728.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
497,1530,909256060,50,RL,10480,Pave,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,Detchd,1936.0,Unf,1.0,240.0,Y,0,0,0,0,0,0,0,3,2008,115000,1,2230.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
498,435,528112040,20,RL,11578,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,2008.0,RFn,3.0,834.0,Y,319,90,0,0,0,0,0,7,2009,360000,1,3472.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
